Gender,Age,Country,EdLevel
Man,41.0,Luxembourg,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,24.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Woman,,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Hungary,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,30.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Dominican Republic,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,44.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,44.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Australia,Associate degree
Man,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Cape Verde,"Professional degree (JD, MD, etc.)"
Man,30.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Italy,Some college/university study without earning a degree
Woman,23.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,32.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,Serbia,Some college/university study without earning a degree
Man,46.0,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Nigeria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Woman,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,Burundi,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,21.0,Brazil,Some college/university study without earning a degree
Man,25.0,Bangladesh,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Serbia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,Nigeria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,51.0,Mexico,Some college/university study without earning a degree
Man,38.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,20.0,France,"Professional degree (JD, MD, etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,United Kingdom,Some college/university study without earning a degree
Man,22.0,Bulgaria,Some college/university study without earning a degree
Man,32.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Bulgaria,Some college/university study without earning a degree
Man,27.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,United Kingdom,Some college/university study without earning a degree
Man,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Greece,
Man,42.0,France,
Man,38.0,Sweden,Some college/university study without earning a degree
Woman,23.0,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,53.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,45.0,United States,Some college/university study without earning a degree
Man,27.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,Slovenia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,29.0,Netherlands,Some college/university study without earning a degree
Man,20.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",25.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Mexico,Some college/university study without earning a degree
Woman,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Slovenia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,32.0,Nigeria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Germany,Some college/university study without earning a degree
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,50.0,United States,Some college/university study without earning a degree
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",21.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,37.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Poland,Some college/university study without earning a degree
Man,40.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Colombia,"Professional degree (JD, MD, etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,38.0,Luxembourg,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,29.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,35.0,Guatemala,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Turkey,Some college/university study without earning a degree
Woman,27.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,Dominican Republic,Associate degree
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Turkey,Some college/university study without earning a degree
Man,28.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,19.0,Spain,Some college/university study without earning a degree
Man,26.0,United Kingdom,Some college/university study without earning a degree
Man,33.0,Australia,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,Colombia,"Professional degree (JD, MD, etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",25.0,Mexico,I never completed any formal education
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,Taiwan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Serbia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Yemen,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,France,Some college/university study without earning a degree
Man,29.0,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Argentina,Some college/university study without earning a degree
Man,28.0,Singapore,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,Some college/university study without earning a degree
Man,23.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Switzerland,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,44.0,Indonesia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,Belarus,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,49.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,36.0,Canada,Some college/university study without earning a degree
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Greece,Some college/university study without earning a degree
Man,29.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,57.0,United Kingdom,Some college/university study without earning a degree
Man,38.0,United States,Some college/university study without earning a degree
Man,27.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,28.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,New Zealand,"Professional degree (JD, MD, etc.)"
Man,28.0,Colombia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,22.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Philippines,Some college/university study without earning a degree
Man,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,39.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,United Kingdom,Some college/university study without earning a degree
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Spain,"Professional degree (JD, MD, etc.)"
Man,22.0,United States,Primary/elementary school
Man,34.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,52.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,46.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,29.0,United States,Some college/university study without earning a degree
Man,,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,59.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,25.0,Slovakia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,35.0,Canada,Associate degree
Man,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,39.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,61.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Mongolia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,United States,Some college/university study without earning a degree
Man,36.0,Estonia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Netherlands,Some college/university study without earning a degree
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Woman,22.0,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,30.0,Bangladesh,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,42.0,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,32.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Netherlands,
Man,28.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Nepal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,22.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Spain,Associate degree
Man,36.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,38.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,China,Some college/university study without earning a degree
Man,38.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,46.0,Romania,Some college/university study without earning a degree
Man,31.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,19.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
